key-flower,product-name,cultivar,thc-level,cbd-level,radiation,wholesaler,genetic,origin,lowest-offer
remexian 30/1 heg: helios gold,remexian 30/1 heg,helios gold,29.6,1.0,no,Remexian,Hybrid Indica-dominant,Kanada,9.95
bathera 25/1: garlic funk,bathera 25/1,garlic funk,25.2,0.1,no,Bathera,Hybrid Indica-dominant,,0.0
demecan craft luna 31:01: peechy keen,demecan craft luna 31:01,peechy keen,30.1,0.3,no,Demecan,Hybrid,,0.0
enua 22/1 db ca: pink kush,enua 22/1 db ca,pink kush,22.0,0.1,non-irradiated,enua,Hybrid,Kanada,7.29
cannamedical sativa: ghost train haze,cannamedical sativa,ghost train haze,16.5,0.1,non-irradiated,Cannamedical,Sativa,Kanada,0.0
29/1 amici wc: wedding cake,29/1 amici wc,wedding cake,29.0,0.1,non-irradiated,cansativa,Hybrid,Kanada,0.0
cannamedical sativa light: ghost train haze,cannamedical sativa light,ghost train haze,16.5,0.1,non-irradiated,Cannamedical,Sativa,Kanada,0.0
cannamedical hybrid forte nm: gorilla zkittlez,cannamedical hybrid forte nm,gorilla zkittlez,21.9,0.1,no,Cannamedical,Hybrid,Nordmazedonien,8.99
pedanios 10/10 eqi-ca: equiposa,pedanios 10/10 eqi-ca,equiposa,9.4,10.7,e-beam,Aurora,Hybrid,Kanada,6.95
cannamedical indica classic dk: cookies kerosene punch,cannamedical indica classic dk,cookies kerosene punch,20.0,0.1,irradiated,Cannamedical,Hybrid,Dänemark,9.52
tilray thc 18 indica no. 4: sirius,tilray thc 18 indica no. 4,sirius,18.0,0.1,irradiated,Tilray,Indica,Portugal,0.0
cm 20/1 karl og: ak-og kush,cm 20/1 karl og,ak-og kush,20.0,0.1,non-irradiated,Cannamedical,Hybrid,Nordmazedonien,0.0
enua 27/1 gpu ca: gastro pop ultra,enua 27/1 gpu ca,gastro pop ultra,27.0,0.1,non-irradiated,enua,Hybrid,Kanada,0.0
alephsana matterhorn 25/1: banjo,alephsana matterhorn 25/1,banjo,25.0,0.1,non-irradiated,alephSana,Hybrid,Schweiz,15.95
aphria medium 7: white widow,aphria medium 7,white widow,16.0,0.1,irradiated,Aphria,Hybrid,Dänemark,0.0
navcora thc22 spotlight porto: island sweet skunk,navcora thc22 spotlight porto,island sweet skunk,22.0,0.1,irradiated,Navcora,Sativa,Portugal,0.0
adrex 22 gz col: gelato zkittles,adrex 22 gz col,gelato zkittles,22.0,0.1,non-irradiated,Adrex,Hybrid,Kolumbien,0.0
cannamedical indica ultra bc: grape pie,cannamedical indica ultra bc,grape pie,28.0,0.1,non-irradiated,Cannamedical,Indica,Südafrika,0.0
tilray thc15 spotlight porto: pink kush,tilray thc15 spotlight porto,pink kush,15.0,0.1,irradiated,Tilray,Hybrid,Portugal,0.0
soma og 28/1 fg: gelato sherb,soma og 28/1 fg,gelato sherb,27.5,0.18,no,SOMAÍ,Indica,,0.0
mother 22/1 ais can: apes in space,mother 22/1 ais can,apes in space,22.0,0.1,non-irradiated,Adrex,Hybrid,Kanada,11.07
canpharma flos a 17/1: shishkaberry,canpharma flos a 17/1,shishkaberry,17.0,0.1,non-irradiated,CanPharma,Hybrid,Kanada,0.0
25/1 therismos brb: bruce banner,25/1 therismos brb,bruce banner,25.0,0.1,non-irradiated,Therismos,Hybrid,Kanada,0.0
enua 25/1 rs11: rainbow sherbert 11,enua 25/1 rs11,rainbow sherbert 11,25.0,1.0,non-irradiated,enua,Hybrid,Kanada,0.0
typ 2 demecan: orange velvet,typ 2 demecan,orange velvet,16.0,0.1,irradiated,Demecan,Hybrid,Deutschland,0.0
avaay 22/1 lsb: lemon sherbet,avaay 22/1 lsb,lemon sherbet,22.0,0.1,non-irradiated,Vayamed,Indica,Uruguay,0.0
enua 22/1 bcp ca: black cherry punch,enua 22/1 bcp ca,black cherry punch,20.9,0.1,e-beam,enua Pharma GmbH,Hybrid Indica-dominant,Kanada,6.5
cannabistada gab 25: garlic breath,cannabistada gab 25,garlic breath,25.0,0.1,non-irradiated,Stada,Hybrid,Kanada,22.25
420 evolution 30/1 ca tgp: tiger paw,420 evolution 30/1 ca tgp,tiger paw,30.0,0.1,non-irradiated,Four 20 Pharma,Hybrid,Kanada,0.0
craft tricolo 27:01: la kush cake,craft tricolo 27:01,la kush cake,27.0,0.1,non-irradiated,Demecan,Indica,Kanada,0.0
tilray thc21: rockstar,tilray thc21,rockstar,21.0,0.1,unbekannt,Tilray,Indica,,0.0
tilray thc15 spotlight porto: island sweet skunk,tilray thc15 spotlight porto,island sweet skunk,15.0,0.1,irradiated,Tilray,Sativa,Portugal,0.0
canopy bakerstreet 20: hindu kush,canopy bakerstreet 20,hindu kush,20.0,0.1,irradiated,Canopy Medical,Indica,Kanada,13.09
cannabistada 22/1: gorilla glue 4,cannabistada 22/1,gorilla glue 4,22.0,0.1,non-irradiated,Stada,Sativa,Kanada,0.0
sibanax hybrid mcf 23/1: mac fem,sibanax hybrid mcf 23/1,mac fem,23.0,0.1,irradiated,Heyday,Hybrid,Portugal,0.0
cannamedical hybrid forte ng: dark side of the moon,cannamedical hybrid forte ng,dark side of the moon,24.0,0.1,non-irradiated,Cannamedical,Hybrid,Kanada,0.0
remexian 30/1 bnm: bananimal,remexian 30/1 bnm,bananimal,28.1,0.1,no,Remexian,Hybrid Indica-dominant,unbestrahlt,0.0
bathera 28/1: blue z,bathera 28/1,blue z,27.4,0.06,no,Bathera,Hybrid Indica-dominant,,0.0
cannabis flos weeco 23/1: frosted lemon angel,cannabis flos weeco 23/1,frosted lemon angel,24.2,0.1,e-beam,Weeco,Hybrid Sativa-dominant,,0.0
tilray thc15 spotlight porto: sirius,tilray thc15 spotlight porto,sirius,15.0,0.1,irradiated,Tilray,Indica,Portugal,7.85
adrex 28 koko can: koko´s cookies,adrex 28 koko can,koko´s cookies,28.0,0.1,non-irradiated,Adrex,Hybrid,Kanada,0.0
enua 22/1 bnm ca: banana mints,enua 22/1 bnm ca,banana mints,22.0,0.1,non-irradiated,enua,Hybrid,Kanada,0.0
bavaria weed pt dab 18/1: mango,bavaria weed pt dab 18/1,mango,18.0,0.1,irradiated,Bavaria Weed,Indica,Portugal,0.0
grow 27 dc: dosi cookies,grow 27 dc,dosi cookies,27.0,0.1,non-irradiated,Nimbus Health,Hybrid,Kanada,0.0
enua 20/1 ba ca: busy animal,enua 20/1 ba ca,busy animal,20.0,0.1,non-irradiated,enua,Hybrid,Kanada,0.0
grünhorn bc 17/1 oc: orange crasher,grünhorn bc 17/1 oc,orange crasher,17.8,0.2,no,Grünhorn,Indica,,0.0
avaay 20/1 bbh: blueberry haze,avaay 20/1 bbh,blueberry haze,21.4,0.1,no,avaay,Hybrid Sativa-dominant,,0.0
nimbus easy 22/1: la sage,nimbus easy 22/1,la sage,23.1,0.1,no,Nimbus,Hybrid Sativa-dominant,,0.0
therismos 30/1 brb: bruce banner,therismos 30/1 brb,bruce banner,30.0,0.1,non-irradiated,Therismos,Hybrid,Kanada,0.0
enua 25/1 icck ca: ice cream cake,enua 25/1 icck ca,ice cream cake,25.0,0.1,non-irradiated,enua,Hybrid,Kanada,0.0
nimbus 26/1 zrp: zour apple,nimbus 26/1 zrp,zour apple,26.0,0.1,non-irradiated,Nimbus Health,Hybrid,Kanada,0.0
cannamedical indica forte ma: crazy rntz,cannamedical indica forte ma,crazy rntz,25.3,0.1,no,Cannamedical,Indica,Kanada,0.0
botanics tonic fuel 22/1: gary payton,botanics tonic fuel 22/1,gary payton,22.0,1.0,no,Nimbus,Hybrid,Tschechien,0.0
drapalin 26/1: oreoz,drapalin 26/1,oreoz,24.4,1.0,no,Drapalin,Hybrid Indica-dominant,Tschechien,0.0
canopy jha 19: jake haze,canopy jha 19,jake haze,19.0,0.1,irradiated,Canopy Medical,Hybrid,Kanada,14.28
cannamedical indica classic pt: master kush,cannamedical indica classic pt,master kush,20.0,0.1,non-irradiated,Cannamedical,Indica,Portugal,0.0
demecan blue z 20:01: blue zushi,demecan blue z 20:01,blue zushi,20.0,0.1,non-irradiated,Demecan,Hybrid,Deutschland,0.0
demecan 25:01 gog-k: gelato og,demecan 25:01 gog-k,gelato og,25.0,0.1,irradiated,Demecan,Hybrid,Kanada,0.0
enua 25/1 slc ca: slurricane,enua 25/1 slc ca,slurricane,25.0,0.1,non-irradiated,enua,Hybrid,Kanada,0.0
420 natural 25/1 ca srk: sour kush,420 natural 25/1 ca srk,sour kush,25.0,0.1,non-irradiated,Four 20 Pharma,Hybrid,Kanada,0.0
ostara solar: bubblegum biscotti x grape gasoline,ostara solar,bubblegum biscotti x grape gasoline,24.5,0.1,non-irradiated,Cantourage,Hybrid,Kanada,0.0
rua kia kaha 29/1: og kush x wedding cake,rua kia kaha 29/1,og kush x wedding cake,29.0,0.1,non-irradiated,Nimbus Health,Indica,Australien,0.0
pedanios 24/1 lac-ca: la confidential,pedanios 24/1 lac-ca,la confidential,24.0,0.1,irradiated,Aurora,Indica,Kanada,0.0
imc cannabisblüten cbd 12 c01: god bud,imc cannabisblüten cbd 12 c01,god bud,0.7,13.4,e-beam,IMC,Hybrid,,0.0
remexian 30/1 gmo: gmo breath,remexian 30/1 gmo,gmo breath,28.7,0.3,no,Remexian,Indica,Kanada,0.0
tilray thc15 spotlight porto: master kush,tilray thc15 spotlight porto,master kush,15.0,0.1,irradiated,Tilray,Indica,Portugal,7.85
blackbird strong indica: kerosene krash,blackbird strong indica,kerosene krash,16.0,0.1,non-irradiated,Cantourage,Indica,Nordmazedonien,0.0
tilray thc18 spotlight porto: island sweet skunk,tilray thc18 spotlight porto,island sweet skunk,18.0,0.1,irradiated,Tilray,Sativa,Portugal,0.0
drapalin 27/1 pink gas: pink gas,drapalin 27/1 pink gas,pink gas,27.0,0.1,non-irradiated,Drapalin Pharmaceuticals,Hybrid,Tschechien,0.0
remexian 27/1 psl: pink slurricane,remexian 27/1 psl,pink slurricane,25.4,0.1,no,Remexian,Hybrid Indica-dominant,,9.99
demecan craft walkie talkie 31:01: sugar cake,demecan craft walkie talkie 31:01,sugar cake,31.4,0.3,no,Demecan,Hybrid Indica-dominant,Kanada,0.0
weeco duke 24/1: purple rain by the gram,weeco duke 24/1,purple rain by the gram,24.0,0.1,irradiated,Weeco Pharma,Hybrid,Dänemark,0.0
remexian 22/1 apx: apex og,remexian 22/1 apx,apex og,22.0,0.1,non-irradiated,remexian pharma,Hybrid,Kanada,0.0
adrex 21/1 can: gorilla glue 4,adrex 21/1 can,gorilla glue 4,21.0,0.1,non-irradiated,Adrex,Hybrid,Kanada,0.0
cannamedical sunshine coast: eve,cannamedical sunshine coast,eve,1.0,13.0,non-irradiated,Cannamedical,Hybrid,Australien,0.0
pedanios 22/1: ghost train haze,pedanios 22/1,ghost train haze,20.4,0.1,e-beam,Aurora,Sativa,Kanada,8.19
curaleaf natural 25/1 pt zks: zookies,curaleaf natural 25/1 pt zks,zookies,25.31,0.4,no,Adven,Hybrid Indica-dominant,,0.0
cannamedical indica light: mango,cannamedical indica light,mango,16.5,0.1,non-irradiated,Cannamedical,Indica,Kanada,0.0
madrecan 21/1 wop: wonder punch,madrecan 21/1 wop,wonder punch,21.0,0.1,irradiated,remexian pharma,Indica,Portugal,0.0
420 evolution 25/1 ca tgp: tiger paw,420 evolution 25/1 ca tgp,tiger paw,25.0,0.1,non-irradiated,Four 20 Pharma,Hybrid,Kanada,0.0
bavaria weed pt dab 22/1: sirius,bavaria weed pt dab 22/1,sirius,22.0,0.1,irradiated,Bavaria Weed,Indica,Portugal,0.0
avaay 24/1 bpm: baby pam,avaay 24/1 bpm,baby pam,25.3,0.1,no,avaay,Hybrid Indica-dominant,,7.99
avaay signature 31/1 ogc: ocean grown cookies,avaay signature 31/1 ogc,ocean grown cookies,33.1,1.0,no,avaay,Hybrid Indica-dominant,,0.0
imc thc22 t01: hindu kush,imc thc22 t01,hindu kush,22.0,0.1,irradiated,IMC,Indica,Spanien,10.71
tilray thc22 indica no.2: master kush,tilray thc22 indica no.2,master kush,22.0,0.1,irradiated,Tilray,Indica,Portugal,0.0
northbound gab 25: garlic breath,northbound gab 25,garlic breath,25.0,0.1,non-irradiated,cansativa,Hybrid,Kanada,0.0
tilray thc9:cbd9 no. 1: warlock cbd,tilray thc9:cbd9 no. 1,warlock cbd,9.0,9.0,irradiated,Tilray,Hybrid,Kanada,0.0
tilray thc22 sativa no.2: headband,tilray thc22 sativa no.2,headband,22.0,0.1,irradiated,Tilray,Sativa,Portugal,0.0
avaay 22/1 bcp: black cherry punch,avaay 22/1 bcp,black cherry punch,22.0,0.1,non-irradiated,Vayamed,Hybrid,Südafrika,0.0
wellford aquaponic 23/1 cop: critical orange punch,wellford aquaponic 23/1 cop,critical orange punch,23.0,0.1,non-irradiated,Therismos,Hybrid,unbestrahlt,0.0
29/1 amici sb: strawberry banana,29/1 amici sb,strawberry banana,29.0,0.1,non-irradiated,cansativa,Hybrid,Portugal,0.0
beacon indica thc18: sensi star,beacon indica thc18,sensi star,18.0,0.1,irradiated,Medical Pharma Resource,Indica,Kanada,0.0
costa canna dynamics - mezzo forte: hell monkey,costa canna dynamics - mezzo forte,hell monkey,24.8,0.1,non-irradiated,Cantourage,Hybrid,Kanada,0.0
rua hihiko 27/1: grape haze,rua hihiko 27/1,grape haze,27.0,0.1,non-irradiated,Nimbus Health,Hybrid,Kanada,0.0
tilray thc15 spotlight porto: girl scout cookies,tilray thc15 spotlight porto,girl scout cookies,15.0,0.1,irradiated,Tilray,Hybrid,Portugal,0.0
420 natural 20/1 ca dbb: dj blueberry,420 natural 20/1 ca dbb,dj blueberry,20.0,0.1,non-irradiated,Four 20 Pharma,Indica,Kanada,0.0
tilray thc25 spotlight porto: island sweet skunk,tilray thc25 spotlight porto,island sweet skunk,25.0,0.1,irradiated,Tilray,Sativa,Portugal,0.0
demecan 25:01 calama: sour kush,demecan 25:01 calama,sour kush,25.0,0.1,non-irradiated,Demecan,Indica,Kanada,0.0
cm 30/1 gc: ginger cookies,cm 30/1 gc,ginger cookies,30.0,0.1,non-irradiated,Cannamedical,Hybrid,Kanada,0.0
navcora thc18 spotlight porto: sour diesel,navcora thc18 spotlight porto,sour diesel,18.8,0.1,irradiated,Tilray,Hybrid,Portugal,0.0
barongo 27/1 mac3: mac 3,barongo 27/1 mac3,mac 3,27.0,0.1,non-irradiated,WMG Pharma,Hybrid,Kanada,0.0
pedanios 18/1: sour tangie,pedanios 18/1,sour tangie,18.0,0.1,irradiated,Aurora,Sativa,Kanada,0.0
weeco 25/1: frosted lemon angel,weeco 25/1,frosted lemon angel,25.0,0.1,irradiated,Weeco Pharma,Hybrid,Dänemark,0.0
tilray thc22 spotlight montevideo: purple dog bud,tilray thc22 spotlight montevideo,purple dog bud,22.0,0.1,irradiated,Tilray,Indica,Uruguay,0.0
relecan indica strong: peyote critical,relecan indica strong,peyote critical,19.0,0.1,non-irradiated,Cantourage,Indica,Portugal,0.0
the bc green sck 25/1: scotti's cake,the bc green sck 25/1,scotti's cake,25.0,0.1,non-irradiated,Canymed GmbH,Indica,Portugal,0.0
typ 3 aphria: churchill,typ 3 aphria,churchill,5.3,8.0,irradiated,BfArM,Sativa,Deutschland,0.0
tilray thc 10:cbd 10: warlock cbd,tilray thc 10:cbd 10,warlock cbd,10.0,10.0,irradiated,Tilray,Hybrid,Kanada,0.0
lot 420 ab: apples & bananas,lot 420 ab,apples & bananas,26.9,0.1,non-irradiated,Cantourage,Hybrid,Kanada,0.0
aphria strong 8: henik,aphria strong 8,henik,20.0,0.1,irradiated,Aphria,Indica,Kanada,0.0
enua 30/1 gmo ca: kokos cookies,enua 30/1 gmo ca,kokos cookies,1.0,1.0,non-irradiated,enua,Hybrid,Kanada,0.0
cannamedical hybrid classic: headband,cannamedical hybrid classic,headband,20.0,0.1,non-irradiated,Cannamedical,Hybrid,Kanada,0.0
cannabis flos 20/1 co ku. mac: mac,cannabis flos 20/1 co ku. mac,mac,20.0,0.1,non-irradiated,Canify,Hybrid,Kolumbien,0.0
avaay 27/1 did: do-si-dos,avaay 27/1 did,do-si-dos,26.1,1.0,no,avaay,Hybrid Indica-dominant,,0.0
420 natural 22/1 ca trp: tropicana cookies,420 natural 22/1 ca trp,tropicana cookies,21.63,0.2,no,420 Pharma,Hybrid Sativa-dominant,,0.0
enua 25/1 dsh ca: dark shadow haze,enua 25/1 dsh ca,dark shadow haze,25.0,0.1,non-irradiated,enua,Hybrid,Kanada,0.0
pedanios 16/1 tng-dk: tangerine dream,pedanios 16/1 tng-dk,tangerine dream,16.0,1.0,irradiated,Aurora,Sativa,Dänemark,0.0
canpharma flos a 19/1: gorilla glue 4,canpharma flos a 19/1,gorilla glue 4,19.0,0.1,non-irradiated,CanPharma,Hybrid,Kanada,0.0
fotmer t3h: purple dog bud,fotmer t3h,purple dog bud,22.0,0.1,non-irradiated,Cantourage,Hybrid,Uruguay,0.0
cannamedical sativa forte: venomz eve,cannamedical sativa forte,venomz eve,22.3,0.1,gamma,Cannamedical,Sativa,Australien,0.0
grünhorn cpc 25/1: cappuccino,grünhorn cpc 25/1,cappuccino,25.1,0.1,no,Grünhorn,Hybrid Sativa-dominant,,0.0
avaay 32/1 ahc: amnesia haze cake,avaay 32/1 ahc,amnesia haze cake,31.3,0.1,no,avaay,Hybrid Sativa-dominant,,0.0
lot 420 glt: gelato 33,lot 420 glt,gelato 33,25.0,0.1,non-irradiated,Cantourage,Hybrid,Kanada,11.99
therismos 23/1 jfg: jet fuel gelato,therismos 23/1 jfg,jet fuel gelato,23.0,0.1,non-irradiated,Therismos,Hybrid,Kolumbien,0.0
imc gga thc22: purple grape,imc gga thc22,purple grape,22.0,0.1,non-irradiated,IMC,Indica,Südafrika,0.0
imc cannabisblüten thc 22 t01: hindu kush,imc cannabisblüten thc 22 t01,hindu kush,23.9,0.3,Beta,IMC,Indica,,0.0
remexian 27/1 hma: cdc (chem de la chem),remexian 27/1 hma,cdc (chem de la chem),26.1,0.2,no,Remexian,Sativa,,0.0
madrecan 21/1: mac driver,madrecan 21/1,mac driver,20.9,0.06,e-beam,Remexian,Hybrid,,0.0
28/1 therismos pkm: pink kush mints,28/1 therismos pkm,pink kush mints,28.0,0.1,non-irradiated,Therismos,Hybrid,Kanada,14.52
gm colour of space 26:01: apple fritter x purple punch,gm colour of space 26:01,apple fritter x purple punch,26.0,0.1,non-irradiated,German Medical,Hybrid,Südafrika,0.0
navcora thc22 spotlight porto: sirius,navcora thc22 spotlight porto,sirius,22.0,0.1,irradiated,Navcora,Indica,Portugal,0.0
cannamedical balanced classic: california orange,cannamedical balanced classic,california orange,8.0,8.0,non-irradiated,Cannamedical,Hybrid,Kanada,0.0
cannabistada wem 25: wedding mints,cannabistada wem 25,wedding mints,25.0,0.1,non-irradiated,Stada,Hybrid,Kolumbien,0.0
khiron 25/1 scd: sour chocolate diesel,khiron 25/1 scd,sour chocolate diesel,25.0,0.1,non-irradiated,Khiron,Hybrid,Kanada,0.0
cannamedical indica forte ng: legendary larry,cannamedical indica forte ng,legendary larry,24.0,0.1,non-irradiated,Cannamedical,Indica,Kanada,0.0
imc tb thc24: tropicana banana,imc tb thc24,tropicana banana,24.0,0.1,non-irradiated,IMC,Hybrid,Israel,0.0
30/1 amici ul: ultra limelight,30/1 amici ul,ultra limelight,30.0,0.1,non-irradiated,cansativa,Sativa,Kanada,0.0
imc thc27 t03: gorilla glue,imc thc27 t03,gorilla glue,27.0,0.1,non-irradiated,IMC,Hybrid,Kanada,0.0
420 evolution 25/1 ca flm: frozen lemon mints,420 evolution 25/1 ca flm,frozen lemon mints,25.31,0.2,no,420 Pharma,Hybrid Sativa-dominant,,8.5
aleph amber 24/1: kl003,aleph amber 24/1,kl003,24.0,0.1,non-irradiated,alephSana,Hybrid,Portugal,0.0
bg gog: glueberry og,bg gog,glueberry og,23.6,0.1,non-irradiated,Cantourage,Hybrid,Kanada,0.0
cannabis flos 22/1 pt ku.master kush dab canify: master kush,cannabis flos 22/1 pt ku.master kush dab canify,master kush,22.0,0.1,irradiated,Canify,Indica,Portugal,0.0
420 evolution 25/1 ca bul: bucket list,420 evolution 25/1 ca bul,bucket list,24.11,0.2,no,420 Pharma,Sativa,Kanada,8.99
avaay signature 29/1 ogc: ocean grown cookies,avaay signature 29/1 ogc,ocean grown cookies,27.8,0.1,no,avaay,Hybrid Indica-dominant,,0.0
khiron lbo 24/1: lemon berry og,khiron lbo 24/1,lemon berry og,24.0,0.1,non-irradiated,Khiron,Indica,Kanada,11.78
bathera 23/1 pm: permanent marker,bathera 23/1 pm,permanent marker,23.0,0.1,non-irradiated,Bathera,Hybrid,Portugal,9.5
pedanios 28/1 cmk-ca: chemango kush,pedanios 28/1 cmk-ca,chemango kush,28.0,0.1,irradiated,Aurora,Indica,Kanada,15.23
enua 20/1 db ca: pink kush,enua 20/1 db ca,pink kush,20.0,1.0,non-irradiated,enua,Hybrid,Kanada,0.0
aleph amber 22/1: kl003,aleph amber 22/1,kl003,22.0,0.1,non-irradiated,alephSana,Hybrid,Portugal,0.0
tilray thc18 spotlight porto: master kush,tilray thc18 spotlight porto,master kush,18.0,1.0,irradiated,Tilray,Indica,Portugal,8.81
remexian 30/1 hma: cdc (chem de la chem),remexian 30/1 hma,cdc (chem de la chem),29.7,0.2,no,Remexian,Sativa,,0.0
remexian 27/1 eco: munyunz,remexian 27/1 eco,munyunz,24.6,0.1,no,Remexian,Hybrid Sativa-dominant,Kanada,0.0
tikun gnc 30/1: grapes and cream,tikun gnc 30/1,grapes and cream,30.0,0.1,non-irradiated,Dopiopharm GmbH,Hybrid,Griechenland,14.04
origine nature chem: chemdawg og,origine nature chem,chemdawg og,25.0,0.1,non-irradiated,Cantourage,Hybrid,Kanada,0.0
adrex 30/1 8bk can: 8-ball kush,adrex 30/1 8bk can,8-ball kush,30.0,0.1,non-irradiated,Adrex,Hybrid,Kanada,0.0
adrex 24/1 vc can: vanilla cake,adrex 24/1 vc can,vanilla cake,24.0,0.1,non-irradiated,Adrex,Hybrid,Kanada,0.0
pedanios 20/1: la confidential,pedanios 20/1,la confidential,20.2,0.1,e-beam,Aurora,Indica,,0.0
remexian balanced cnf: mango cheese,remexian balanced cnf,mango cheese,8.5,13.9,no,Remexian,Hybrid,,0.0
enua 25/1 sbd ca: strawberry diesel,enua 25/1 sbd ca,strawberry diesel,23.4,1.0,no,enua Pharma GmbH,Hybrid Sativa-dominant,Kanada,0.0
tilray thc18 spotlight vancouver: island sweet skunk,tilray thc18 spotlight vancouver,island sweet skunk,18.0,0.1,irradiated,Tilray,Sativa,Kanada,0.0
aurora 1/12 dnk ct: cannatonic,aurora 1/12 dnk ct,cannatonic,1.0,12.0,irradiated,Aurora,Hybrid,Dänemark,0.0
therismos 24/1 sdk: sensi double kush,therismos 24/1 sdk,sensi double kush,24.0,0.1,non-irradiated,Therismos,Hybrid,Kanada,0.0
cantourage fotmer t3s: red dragon og,cantourage fotmer t3s,red dragon og,21.0,0.1,non-irradiated,Cantourage,Hybrid,Uruguay,0.0
cannamedical sativa forte nm: wedding tree,cannamedical sativa forte nm,wedding tree,23.0,0.1,no,Cannamedical,Sativa,Nordmazedonien,11.99
can hydro ppc: purple punch cookies,can hydro ppc,purple punch cookies,25.0,0.1,non-irradiated,Cantourage,Hybrid,Kanada,0.0
drapalin 18/1 cheesotho: cheesotho,drapalin 18/1 cheesotho,cheesotho,18.0,0.1,non-irradiated,Drapalin Pharmaceuticals,Sativa,Lesotho,0.0
apocan natural gg 22/1: gorilla glue 4,apocan natural gg 22/1,gorilla glue 4,22.0,0.1,non-irradiated,Apocan,Hybrid,Kanada,0.0
avaay 23/1 rg: royal gorilla,avaay 23/1 rg,royal gorilla,22.5,1.0,no,avaay,Hybrid Sativa-dominant,Südafrika,8.95
aleph red 27/1: hokuzai,aleph red 27/1,hokuzai,28.1,0.2,no,alephSana,Hybrid Sativa-dominant,,0.0
therismos 30/1 atg: atlantic glue (gorilla glue),therismos 30/1 atg,atlantic glue (gorilla glue),30.0,0.1,non-irradiated,Therismos,Hybrid,Kanada,0.0
tilray thc 25 spotlight vancouver: purps,tilray thc 25 spotlight vancouver,purps,25.0,0.1,irradiated,Tilray,Hybrid,Kanada,0.0
cm 27/1 punch: gelati punch,cm 27/1 punch,gelati punch,27.0,0.1,non-irradiated,Cannamedical,Hybrid,Kolumbien,0.0
wellford aquaponic 23/1 pik: pink kush,wellford aquaponic 23/1 pik,pink kush,23.0,0.1,non-irradiated,Therismos,Hybrid,unbestrahlt,0.0
imc gl41 thc20: selected gelato #41,imc gl41 thc20,selected gelato #41,20.0,0.1,non-irradiated,IMC,Hybrid,Israel,0.0
bathera 21/1: zashimi,bathera 21/1,zashimi,21.6,0.1,no,IUVO Therapeutics,Indica,Portugal,0.0
drapalin 30/1: kukis,drapalin 30/1,kukis,29.1,1.0,no,Drapalin,Hybrid Indica-dominant,,0.0
cm 24/1 lly: legendary larry,cm 24/1 lly,legendary larry,22.6,1.0,no,Cannamedical,Hybrid Indica-dominant,Kanada,0.0
420 sungrown 18/1 ca dog: chemdog,420 sungrown 18/1 ca dog,chemdog,17.26,0.4,no,420 Pharma,Hybrid Indica-dominant,,0.0
green karat sd pt: supreme diesel,green karat sd pt,supreme diesel,27.9,0.1,non-irradiated,Cantourage,Hybrid,Portugal,0.0
bg mi: god bud,bg mi,god bud,26.2,0.1,non-irradiated,Cantourage,Hybrid,Kanada,0.0
blkmkt law thc25 lee anne womac: lee anne womac,blkmkt law thc25 lee anne womac,lee anne womac,25.0,0.1,non-irradiated,IMC,Hybrid,Kanada,0.0
cannabistada 17/1: shishkaberry,cannabistada 17/1,shishkaberry,17.0,0.1,non-irradiated,Stada,Hybrid,Kanada,0.0
420 evolution 25/1 ca mac: mac 1,420 evolution 25/1 ca mac,mac 1,23.2,1.0,no,420 Pharma,Hybrid Indica-dominant,Kanada,0.0
remexian 27/1 adv pmk: peppermint kush,remexian 27/1 adv pmk,peppermint kush,27.0,0.1,non-irradiated,remexian pharma,Hybrid,Kanada,10.23
cookies md 22/1: medellin,cookies md 22/1,medellin,22.0,0.1,non-irradiated,cansativa,Indica,Portugal,0.0
cannamedical indica vita: dark star,cannamedical indica vita,dark star,20.0,0.1,irradiated,Cannamedical,Indica,Kanada,0.0
enua 25/1 sc ca: strawberry cake,enua 25/1 sc ca,strawberry cake,25.0,0.1,irradiated,enua,Hybrid,Kanada,0.0
epic drop: space cake,epic drop,space cake,30.0,0.1,non-irradiated,Demecan,Hybrid,Kanada,0.0
demecan strong drop: rs11,demecan strong drop,rs11,24.5,0.3,no,Demecan,Hybrid Indica-dominant,,0.0
avaay khalifa 32/1 kk: khalifa kush,avaay khalifa 32/1 kk,khalifa kush,32.6,0.1,no,avaay,Hybrid Indica-dominant,,0.0
tilray thc22 indica no. 4: sirius,tilray thc22 indica no. 4,sirius,22.0,0.1,irradiated,Tilray,Indica,Portugal,0.0
cannabistada 20/1: delahaze,cannabistada 20/1,delahaze,20.0,0.1,irradiated,Stada,Sativa,Kanada,0.0
tilray thc18 spotlight porto: pink kush,tilray thc18 spotlight porto,pink kush,18.0,0.1,irradiated,Tilray,Hybrid,Portugal,0.0
canopy lsk 16: lemon skunk,canopy lsk 16,lemon skunk,16.0,0.1,irradiated,Canopy Medical,Sativa,Kanada,0.0
enua 22/1 jlsy ca: jealousy,enua 22/1 jlsy ca,jealousy,22.2,0.3,no,enua Pharma GmbH,Hybrid Indica-dominant,Kanada,8.5
remexian 27/1 trs: tropical sour,remexian 27/1 trs,tropical sour,25.1,0.2,no,Remexian,Hybrid,,0.0
avaay 27/1 jfp: jet fuel pie,avaay 27/1 jfp,jet fuel pie,26.7,0.1,no,avaay,Hybrid Indica-dominant,,0.0
